SNSUserID,SNSType,accountID,userName,followersCount,postsCount
733,Twitter,173233253,sportblogg,161955,357643
734,Twitter,44083054,shortyb79,586,6201
735,Twitter,734756566436597760,jpesantesy,101,671
736,Twitter,1942559348,Gina52G,93,8888
737,Twitter,2859989171,ltillustrations,1843,447
738,Twitter,18440701,TexasAmerica,1175,94313
739,Twitter,143994068,ManolinOrtega,3947,23832
740,Twitter,818277658001887239,thesaw1216,392,32069
741,Twitter,1029571896025788416,CartrettJanel,334,3626
742,Twitter,1030985875,kyle_folks,27,67
743,Twitter,628778576,Browns_Fan32,3215,189714
744,Twitter,2658336535,zoo_illogical,126,2822
745,Twitter,160772211,twhite409,22334,3350
746,Twitter,1198548644,GTSportsMkt,803,303
747,Twitter,976497757971210241,SassyLance43,33,366
748,Twitter,1321478263,hasthatmanyprob,14,874
749,Twitter,1052798039319080960,aerowe18,31,246
750,Twitter,989170834219720705,ReyJocelin,119,3668
751,Twitter,247388057,Itzy__,183,5355
752,Twitter,45270230,jaclarkson,1209,7750
753,Twitter,44287260,WeberPhilip1,161,4780
754,Twitter,795025842787221512,antonioquestel2,3,4
755,Twitter,1088263508909793286,FernandoCaizal4,6,133
756,Twitter,58824513,reporterjulie,3089,54625
757,Twitter,715773709852782595,BradStudnger,53,1583
758,Twitter,1060944619771514881,bribrod50,2,87
759,Twitter,2252829860,ben_bejohnson76,1,26
760,Twitter,47842610,mhimsl,82,790
761,Twitter,18479513,MLB,8315554,169062
762,Twitter,257066950,sandyhdz6,129,5342
763,Twitter,2320178672,EshBrosCards,1530,19651
764,Twitter,1063547872552124416,VistaMundo_gv,82,254
765,Twitter,1416571771,Vin100Noel,674,1883
766,Twitter,2875109169,ballecourbe,2663,12120
767,Twitter,1102976105538043905,VenezuelaSOSBot,99,10798
768,Twitter,1011652219266093056,SportsCardBOT,398,33024
769,Twitter,1085505500538646528,Coach4Charity,36,105
770,Twitter,61961404,TitusTiger,96,15803
771,Twitter,87690452,elnuevodiariord,190436,283563
772,Twitter,919944091055554562,DNeubacher950,456,5418
773,Twitter,419735656,DeadlineDetroit,14681,42736
774,Twitter,1873088527,FrankBird22,35,1189
775,Twitter,720861883348090880,muncy_lucas,81,2565
776,Twitter,1087189487564791808,158Mutley,3,204
777,Twitter,299933640,ASPTCA,59,7557
778,Twitter,3107890312,AlexanderVal19,1331,31825
779,Twitter,83051705,jchm37,209,43283
780,Twitter,722046265039695872,GiuseppeDiBatt4,18,1493
781,Twitter,4871054872,AlexyBohorquez,19,2703
782,Twitter,2304640906,linarete,109,1648
783,Twitter,91668742,dasilvalissette,629,9207
784,Twitter,132605539,AnaMariaSanch_,688,12792
785,Twitter,306937713,MaryoricG,75,6129
786,Twitter,1111234210734460928,ElOsoJudo1,0,13
787,Twitter,2358642924,McarolaVO,64,1418
788,Twitter,489454186,Darth_Alru,71,9063
789,Twitter,362937913,ScottyB44444,122,36447
790,Twitter,276446952,eazzz_e,1012,1244841
791,Twitter,3232218569,_mesientojevi,804,112654
792,Twitter,225610207,Ruizm22,324,46420
793,Twitter,183784086,SMTuchs,941,44871
794,Twitter,1046582934554140672,ComptonMeeko,91,12553
795,Twitter,2244082160,allanrubro10,84,2525
796,Twitter,2316794890,DGreeny52,818,43716
797,Twitter,1198915405,amort9924_,383,3004
798,Twitter,1074853824446099456,Seattle_09,597,14926
799,Twitter,882074607263653888,AstrosPower25,268,69040
800,Twitter,908970554,SportsTechie17,1671,29352
801,Twitter,22819823,MLBONFOX,717613,64978
802,Twitter,1354332871,alileal26,61,1874
803,Twitter,1021009794,juansarcosmusic,278,16042
804,Twitter,1121548863633076224,ArturoAlfonzo4,0,10
805,Twitter,65404252,guillermoft,464,39268
806,Twitter,1098617351195578368,pattypereda1,37,3349
807,Twitter,77091352,patxeko70,1878,16826
808,Twitter,137119226,Victorfrank01,1980,17740
809,Twitter,167433643,rubenmarti72,146,7692
810,Twitter,3149076933,dasc1986,233,6652
811,Twitter,235254953,BickaP,151,19762
812,Twitter,108721392,MARISABIGOTT,191,17702
813,Twitter,117443859,Lavenadita,206,29245
814,Twitter,205994000,Natera_AD,429,9059
815,Twitter,491912034,lguareguasr,91,10806
816,Twitter,734130850212761603,EcheniqueTito,15,3353
817,Twitter,135899111,gildeln,285,5718
818,Twitter,1012151774948610048,TwizzlerLil,0,15
819,Twitter,818255831628185605,ElizabethDurnD3,33,1852
820,Twitter,1008431603985592320,josecuicas9,8,209
821,Twitter,101071692,lgoncalves31,4280,70168
822,Twitter,88482375,oriaguilard,848,31485
823,Twitter,275394839,clacruz12,4674,30481
824,Twitter,4825434184,JLM_achado,142,4096
825,Twitter,2461464514,SanchezHaydee,50,3073
826,Twitter,2229996768,mmigelez,0,205
827,Twitter,62418070,luisaldanaizea,240,14522
828,Twitter,1049066976537190400,Chikybeta1,3,42
829,Twitter,3551790435,JorgeAlbertoChR,225,6792
830,Twitter,231600747,cottyliendo,226,7758
831,Twitter,2339544949,jebarcelo1,114,10791
832,Twitter,271230406,munrra75,92,1729
833,Twitter,1046060822542393345,RobertoJoseRiv3,17,16936
834,Twitter,62844045,ramonsirit,383,18573
835,Twitter,389760983,micheljojhak,34,968
836,Twitter,63730093,porlagoma,396109,327104
837,Twitter,1225701834,elena440523,266,18154
838,Twitter,220193595,Deepprofrance,203,2103
839,Twitter,2372909240,Salvadorjpaz,1477,9311
840,Twitter,139267516,rafelucho55,352,23635
841,Twitter,3258376353,MigdaliaCGF,11,4531
842,Twitter,235736348,neurotico74,10089,25736
843,Twitter,399337643,jorgemekel,504,5938
844,Twitter,130584915,ranv2000,34,905
845,Twitter,76947892,cmrondon,2747083,112427
846,Twitter,71475563,AVasquezzz90,2362,28425
847,Twitter,2345184467,InagaLorena,11,968
848,Twitter,258143533,Beisbol_Menor,3237,30154
849,Twitter,4218166924,frankfa_,88,25409
850,Twitter,450991824,colt745flockin1,580,34057
851,Twitter,147744356,reyeslf,484,2303
852,Twitter,1161270847,hnoyag,92,5499
853,Twitter,28023334,GinnyTerzano,919,6912
854,Twitter,991426279999201280,DonnaC83832642,335,47406
855,Twitter,4158835149,froropezaa,63,7067
856,Twitter,195516338,trodri03,89,3950
857,Twitter,120908354,alejandroizarra,190,20813
858,Twitter,208693419,gusgararq,178,15712
859,Twitter,110978544,jrivas2010,431,9149
860,Twitter,164800138,carloscanelont,106,9095
861,Twitter,1951543986,ORLYOJE,86,8396
862,Twitter,144390416,___________anto,312,3570
863,Twitter,702199511297486848,ElCriolloSport,6160,4333
864,Twitter,222106378,Cyn190,1311,116240
865,Twitter,3623735359,StevenGold67,99,14767
866,Twitter,2459724596,BOSLineup,790,1907
867,Twitter,2459725110,DETLineup,479,1913
868,Twitter,2249424238,BaldMikeRoss,22,222
869,Twitter,15963425,geminimoon,2199,42193
870,Twitter,900662598,stevechimenti,443,33077
871,Twitter,702634120439062529,76Bushmaster,388,4397
872,Twitter,2459726726,CHWLineup,616,1875
873,Twitter,1009480998839517186,SillyString9,73,1472
874,Twitter,1118602928309329921,Kiley4T,1,26
875,Twitter,1021545759844573184,Darlene66655810,1,56
876,Twitter,960645946198634496,EaglesTD11,175,5014
877,Twitter,2459048942,PITLineup,604,1883
878,Twitter,955311086999359488,CastlemanGaming,39,855
879,Twitter,1121650929407709185,Rakib24731902,88,170
880,Twitter,21732128,sweetauntfanny,76,5227
881,Twitter,2459747989,SEALineup,629,1876
882,Twitter,2459752033,TEXLineup,467,1921
883,Twitter,906714505807372288,damron_ethan,55,2981
884,Twitter,897874950069125120,ThriveFantasy,2618,6541
885,Twitter,248955534,lonestar53091,154,3085
886,Twitter,35909406,grannon2001,37,721
887,Twitter,1543816466,JimTorrence,262,2029
888,Twitter,26317914,la_gringa_coco,82,2108
889,Twitter,1703815434,Doporto21,827,42564
890,Twitter,897113721344077829,engrav_kersti,137,739
891,Twitter,58707486,rafaelrivolta,252,4683
892,Twitter,1090393867663269888,SportsDrankClub,31,102
893,Twitter,269545812,cbriceno5,419,14138
894,Twitter,82529553,JRaulMI,172,4165
895,Twitter,519907931,JoseManuelBuitr,206,4284
896,Twitter,276323981,beisbolporgotas,5233,53284
897,Twitter,209433597,BENEF1T,77,1047
898,Twitter,1120201688457957376,TheAlltimateOne,0,28
899,Twitter,368644208,RussellVasquez1,2153,8114
900,Twitter,2873483858,gymmiranda1,11,1625
901,Twitter,601275033,palytwit,97,3363
902,Twitter,1255837838,JesusDellaPolla,11,83
903,Twitter,979475405932515328,boomsticknews,6,81
904,Twitter,100626326,arreazaortega,119349,39598
905,Twitter,94255765,richar1969,7586,37638
906,Twitter,2459731368,OAKLineup,369,1874
907,Twitter,140433660,hdeaph,128,300
908,Twitter,472273248,FrankRamirez70,451,18305
909,Twitter,317269300,leocadavidtoro,171,6006
910,Twitter,904598167,sellatuparley,3655,25389
911,Twitter,583943061,mr_rwinter,1300,11956
912,Twitter,151174908,JESMA2105,220,24294
913,Twitter,253026493,gerrarrddo,264,8745
914,Twitter,954437383436603393,bmouthbears18,97,211
915,Twitter,261450833,sports967fm,1576,21962
916,Twitter,462327564,MAGAVINOTINTO,1036,79203
917,Twitter,1431772159,francheskysalsa,2655,137959
918,Twitter,1308503797,annel_19,134,7612
919,Twitter,134907039,maxwell1515,790,62120
920,Twitter,114905437,ymvg12,782,42214
921,Twitter,1117909551951564801,Rodrigo05492707,4,227
922,Twitter,305706961,jorge_mosqueda,100,4788
923,Twitter,754773197027995648,eulogiohernan14,53,1825
924,Twitter,1352124540,isbelialn,279,7517
925,Twitter,254614067,AlejoAlezard,196,8052
926,Twitter,2150017598,MLBVenezuela,41371,19375
927,Twitter,776474092249702400,losrangers,11200,5145
928,Twitter,548114664,Matt_Stepp817,21355,162543
929,Twitter,1025574894,Mike_t_Roberts,88,2974
930,Twitter,536611083,kelsey_joz,463,2191
931,Twitter,285218729,RevBigJ1,900,33232
932,Twitter,69464953,chape94,585,4916
933,Twitter,2241033126,tobyclay_tb,375,2445
934,Twitter,53441917,jdupouy,114,489
935,Twitter,869355673557110784,Santos_1k,25,146
936,Twitter,3886913426,stevek1971,41,723
937,Twitter,77375171,Magallanes_bbc,645912,74241
938,Twitter,1328047705,ConCafeIncluido,494,12709
939,Twitter,78361672,gabogagftaz,269,3162
940,Twitter,33928365,TheTHF,3293,10440
941,Twitter,28636112,PBATS,5944,2939
942,Twitter,1078926293851389952,Alfreda50215155,44,6683
943,Twitter,128955725,victormontiel19,236,28659
944,Twitter,304433769,Rodery8Rodery,52,199
945,Twitter,86090977,fuenmayorgj,276,3474
946,Twitter,169489872,ffedgar,109,137
947,Twitter,459397030,joarcon,107,749
948,Twitter,324982675,ElliotRondon,166,2205
949,Twitter,889872499,leoledezma9,209,2362
950,Twitter,410580410,BeisbolLatinoRD,3888,29820
951,Twitter,63482264,jmoxfordc,2552,46695
952,Twitter,715004263001366532,khays22,64,55
953,Twitter,1120161983989469185,jtjonesy0922,6,3
954,Twitter,80954384,mamsve,90,1397
955,Twitter,462208720,CapVarelaLL,367,6615
956,Twitter,707199412,RubenDMartinezR,744,14085
957,Twitter,595094275,gin04gls,2,10
958,Twitter,113706270,ejmendozab,83,3912
959,Twitter,53228370,rickysanz,107,2867
960,Twitter,135353754,GSantoya20,218,7052
961,Twitter,79017255,AndreLugo19,487,39288
962,Twitter,761901323683934208,Loganlxndr,9,680
963,Twitter,3314065501,TJ_Kassner25,737,6528
964,Twitter,1095181761129205760,joserui73606524,16,4319
965,Twitter,3018901698,Alangamino498,482,230922
966,Twitter,1255660758,KelseySproat,55,3751
967,Twitter,1064641627,JBuddly,289,3596
968,Twitter,1231470710,adellymccaffrey,134,8096
969,Twitter,19122593,iHELLAheartyou,281,35960
970,Twitter,595495286,SFGIANTSGMAN,667,779
971,Twitter,53038237,internetinfos,5005,65603
972,Twitter,20977778,rolfjoho,21355,127581
973,Twitter,26963391,internetinfomed,24951,80370
974,Twitter,1277982481,trophymom5,1488,15019
975,Twitter,28930287,coasterron,471,8756
976,Twitter,2379974826,TimmysTwins,113,6275
977,Twitter,1323886333,aptonygutierrez,1326,4448
978,Twitter,378462569,f8th4lyf_2,438,62705
979,Twitter,33305941,gogigantesgo,577,6794
980,Twitter,25242403,JENinATX,862,63121
981,Twitter,367009972,TRCoiner,140,1188
982,Twitter,53085802,papillionbliss,394,1644
983,Twitter,206037091,teresazm,99,7146
984,Twitter,2922058784,scottydg1,23,1510
985,Twitter,23719874,Mandy3PO,53,408
986,Twitter,1116365436684308481,HelenaD99232498,3,259
987,Twitter,512143891,Abrum78,126,1261
988,Twitter,13346412,misguidedmommy,98,9954
989,Twitter,1116277028486098944,mizelicy,2,54
990,Twitter,53613938,OakWoodRoasted,1599,4841
991,Twitter,567385659,Beaustradamus_,97,1585
992,Twitter,2473494127,Popcornbytes,405,42498
993,Twitter,81410922,buehrersmom,190,4498
994,Twitter,2272082084,J2thaP_MC,72,2489
995,Twitter,127874083,mm5lb33,128,2467
996,Twitter,720098164108189697,Bondsfan24,44,1593
997,Twitter,451738818,LetsGetLexi,28909,18502
998,Twitter,1007035806,Nybookieduane,1173,13718
999,Twitter,888164608397123588,MonsterHoneyBB,190,6298
1000,Twitter,47063951,DopeWeezle,2736,26347
1001,Twitter,182059538,Armanino22,160,858
1002,Twitter,21329130,greenwaybarista,4945,23545
1003,Twitter,3240827035,LeeroyYomashima,72,2515
1004,Twitter,337340353,sarahlee1977,24,376
1005,Twitter,395934535,HoundstoothDTX,1093,615
1006,Twitter,2928908281,troymjohnson74,41,1737
1007,Twitter,804412730,juanj_baez,4587,37611
1008,Twitter,142920721,Rayecast,1428,33743
1009,Twitter,2594377808,br59will,75,14679
1010,Twitter,2648326878,travelreckless,50,612
1011,Twitter,1526603388,JLHerms,2601,58975
1012,Twitter,1945891424,pherm10,65,2997
1013,Twitter,700820383293779968,ThePinaPal,460,3133
1014,Twitter,1105899740930207750,Deborah62975704,1,354
1015,Twitter,2989528166,TheKuroKuma,969,36048
1016,Twitter,70845564,squirtmcintosh,70,2115
1017,Twitter,1007425898860220418,RogGregory1518,133,245
1018,Twitter,2310521888,bmadrigal2,5,270
1019,Twitter,21836180,IRONWORKER,182,11409
1020,Twitter,750055089759412224,LukeRomero96,59,649
1021,Twitter,521667126,Dave_From_Cali,877,6255
1022,Twitter,879257550,GiantJill,9,118
1023,Twitter,399919388,Magratheazaphod,318,6931
1024,Twitter,2705611465,SFGiantsJeezus,2192,7855
1025,Twitter,529024966,DougBrockmeier,138,82
1026,Twitter,290695092,didrums44,109,4858
1027,Twitter,194783823,BHSCouncil,4566,17766
1028,Twitter,29751800,adambarenblat,1436,1753
1029,Twitter,28033327,Eamssss,152,21519
1030,Twitter,742159208,TOROSFANS,3024,48162
1031,Twitter,1046493129665400833,fans_board,70,1001
1032,Twitter,483223,itsWanda,6897,521782
1033,Twitter,328285278,Jesus_OSanchez,717,78198
1034,Twitter,1113841596766666752,GeorgePoynor,0,5
1035,Twitter,41282554,hawaiiancowboy,24,164
1036,Twitter,34920344,VicBaezS,22377,86592
1037,Twitter,142796963,antoniopuesan,22213,83602
1038,Twitter,3321208217,MaltedMet,625,6140
1039,Twitter,179675644,TorosdelEste,46584,55642
1040,Twitter,1103575141169033217,PaulKhosh,47,70
1041,Twitter,86960669,amdmmm,654,16583
1042,Twitter,139206570,mccraneyangels,166,5895
1043,Twitter,1955585959,jehc80,48,136
1044,Twitter,862111975,KrissyL0VE,197,275
1045,Twitter,42426007,Roaddawg55,57,350
1046,Twitter,1103711509530632192,hillyard_w,0,19
1047,Twitter,19567231,Klocke_Mike,1513,12596
1048,Twitter,951111013084131329,Mika66420944,31,347
1049,Twitter,840670632,kottonkandy405,174,4056
1050,Twitter,1033285939,duckpondmedia,588,24164
1051,Twitter,39905936,bunnieeatmuffin,1110,26456
1052,Twitter,407051426,jbaby061307,342,19480
1053,Twitter,947097001,illwillrocket,7,169
1054,Twitter,54361405,CarlitaLincecum,1993,317811
1055,Twitter,3148608369,SFGiantsBrazil,87,1246
1056,Twitter,27296968,blardo11,225,848
1057,Twitter,1392259632,Greeneyes89511,87,2090
1058,Twitter,489155548,T_Wright916,105,2819
1059,Twitter,183850031,seanmmullen,55,1228
1060,Twitter,1020491274,Pinkboxdoughnut,1531,5048
1061,Twitter,3953701337,MinnRussian,391,3636
1062,Twitter,21842584,FOXSportsSW,72431,53540
1063,Twitter,246060463,ISEBaseball,8710,6741
1064,Twitter,383953966,YiraThenGomez,868,19674
1065,Twitter,627841864,talentofutbolec,2096,16887
1066,Twitter,288213772,manucarmona48,276,55096
1067,Twitter,588834704,a_cruz3,851,99911
1068,Twitter,2951428392,aussielynda2,15,549
1069,Twitter,950976570,NorbertoLopezRo,26,4857
1070,Twitter,431911249,Elreydelaradio,72483,142691
1071,Twitter,940302040651190273,CuevasYorkin,68,5329
1072,Twitter,2376271316,rgo2524,1171,166383
1073,Twitter,1663390670,tylerstenton,61,1126
1074,Twitter,338785977,fabioalmonte1,758,24976
1075,Twitter,26858420,RickMatchett,1499,16906
1076,Twitter,16602049,harpertx,687,45423
1077,Twitter,3040077169,mabelcarmenez,2415,88834
1078,Twitter,1064307123419525120,Don_MannyOG,129,2393
1079,Twitter,55073162,LasMayores,230465,176098
1080,Twitter,741163411229290496,RangersRantz,309,4788
1081,Twitter,346918630,ieaf29,447,50295
1082,Twitter,2149774357,MLBDominicana,22610,22368
1083,Twitter,322184078,FoundEngineer,139,22661
1084,Twitter,29830193,clrinehart,546,34782
1085,Twitter,3034806566,jaadabug,421,8905
1086,Twitter,46520625,aandro,18283,69410
1087,Twitter,2867815693,bevosmyhero,73,1726
1088,Twitter,2591732749,DoItForDurrett,3339,2014
1089,Twitter,1002237472338841600,matt_waldeck,5,81
1090,Twitter,2576888598,thejenallison,93,1792
1091,Twitter,708364986276388864,MrCoachWest,170,6467
1092,Twitter,32325161,OhBrittanyL,308,20585
1093,Twitter,277228187,dtray98,223,11653
1094,Twitter,222175499,mjcatc,1114,12006
1095,Twitter,4669025401,BeastyBri,20,595
1096,Twitter,17348326,chadej75,244,8149
1097,Twitter,776254095820664833,AaronFurq,430,15452
1098,Twitter,3166180992,juanstrikeaway,59,1352
1099,Twitter,21925358,gfraley,11897,30095
1100,Twitter,3025433766,collazo9_miguel,3,2
1101,Twitter,25274691,robinbobo,580,18147
1102,Twitter,3284469252,rangergrl71,97,2575
1103,Twitter,2818542500,jackieorr_,682,6699
1104,Twitter,820779079,rmarie717,2690,63104
1105,Twitter,749262236368109568,kenziesmom131,184,8627
1106,Twitter,2459727516,LAALineup,668,1901
1107,Twitter,415807664,TylaBrooksher,87,2591
